timestamp,type,x_cm,y_cm,size,confidence
1763028178.671412,circle,-5.435967302452316,-12.188010899182562,42,1.0
1763028178.6714828,circle,-0.9727520435967302,-6.351498637602179,42,1.0
1763028178.671565,circle,-10.356948228882834,3.662125340599455,41,1.0
1763028178.67653,black_rectangle,-6.008174386920981,7.209809264305177,9208.0,1.0
1763028178.676575,black_rectangle,-1.4877384196185286,-3.318801089918256,1459.0,1.0
1763028178.676613,black_rectangle,-4.920980926430517,-8.697547683923705,3024.5,1.0
1763028178.809074,circle,-10.185286103542234,3.662125340599455,43,1.0
1763028178.80914,circle,-5.37874659400545,-12.245231607629428,42,1.0
1763028178.809189,circle,-1.0871934604904632,-6.351498637602179,42,1.0
1763028178.8092558,circle,-7.610354223433243,-1.5449591280653951,140,1.0
1763028178.810239,black_rectangle,-4.405994550408719,6.179836512261581,1467.0,1.0
1763028178.8102882,black_rectangle,-4.920980926430517,-8.640326975476839,2155.0,1.0
1763028178.876192,circle,-5.435967302452316,-12.188010899182562,41,1.0
1763028178.87626,circle,-10.185286103542234,3.662125340599455,43,1.0
1763028178.8763158,circle,-1.0871934604904632,-6.294277929155313,42,1.0
1763028178.876383,circle,-9.326975476839237,0.05722070844686648,108,1.0
1763028178.876438,circle,-7.953678474114441,-9.555858310626702,42,1.0
1763028178.876487,circle,-2.975476839237057,-9.899182561307901,36,1.0
1763028178.877463,black_rectangle,-4.405994550408719,6.179836512261581,1495.0,1.0
1763028178.877515,black_rectangle,-4.978201634877384,-8.583106267029972,2170.0,1.0
1763028178.9431129,circle,-4.7493188010899186,-10.814713896457766,37,1.0
1763028178.9431748,circle,-0.9727520435967302,-6.351498637602179,42,1.0
1763028178.943223,circle,-10.2425068119891,3.7193460490463215,42,1.0
1763028178.9432771,circle,-8.525885558583106,-1.430517711171662,47,1.0
1763028178.944269,black_rectangle,-4.405994550408719,6.237057220708446,1471.0,1.0
1763028178.944318,black_rectangle,-4.978201634877384,-8.583106267029972,2169.5,1.0
1763028179.010619,circle,-5.37874659400545,-12.188010899182562,42,1.0
1763028179.010675,circle,-1.0871934604904632,-6.294277929155313,42,1.0
1763028179.01072,circle,-10.128065395095367,3.7193460490463215,43,1.0
1763028179.010771,circle,-10.4141689373297,0.05722070844686648,83,1.0
1763028179.010813,circle,-7.839237057220708,-9.498637602179837,42,1.0
1763028179.011811,black_rectangle,-4.405994550408719,6.179836512261581,1492.5,1.0
1763028179.0118558,black_rectangle,-4.978201634877384,-8.583106267029972,2171.5,1.0
1763028179.079304,circle,-5.435967302452316,-12.188010899182562,41,1.0
1763028179.079363,circle,-0.9727520435967302,-6.351498637602179,42,1.0
1763028179.079411,circle,-10.128065395095367,3.662125340599455,42,1.0
1763028179.079472,circle,-7.953678474114441,-3.6049046321525884,139,1.0
1763028179.079516,circle,-4.06267029972752,-9.670299727520435,38,1.0
1763028179.0805671,black_rectangle,-4.405994550408719,6.237057220708446,1516.0,1.0
1763028179.0806131,black_rectangle,-4.978201634877384,-8.640326975476839,2166.5,1.0
1763028179.146367,circle,-1.0871934604904632,-6.294277929155313,42,1.0
1763028179.1464279,circle,-5.37874659400545,-12.130790190735695,40,1.0
1763028179.146477,circle,-10.2425068119891,3.7193460490463215,42,1.0
1763028179.1465302,circle,-9.098092643051771,-8.354223433242506,123,1.0
1763028179.146576,circle,-3.662125340599455,-2.689373297002725,44,1.0
1763028179.147647,black_rectangle,-4.692098092643052,6.237057220708446,1507.0,1.0
1763028179.1476932,black_rectangle,-4.978201634877384,-8.640326975476839,2158.0,1.0
1763028179.2139342,circle,-10.2425068119891,3.662125340599455,42,1.0
1763028179.21399,circle,-0.9727520435967302,-6.351498637602179,42,1.0
1763028179.214037,circle,-5.321525885558583,-11.959128065395095,38,1.0
1763028179.214093,circle,-5.950953678474114,-3.9482288828337873,111,1.0
1763028179.2141418,circle,-9.44141689373297,-7.667574931880109,84,1.0
1763028179.2141912,circle,-10.356948228882834,0.11444141689373297,78,1.0
1763028179.2142348,circle,-0.45776566757493187,-9.555858310626702,38,1.0
1763028179.215311,black_rectangle,-4.577656675749319,6.237057220708446,1550.0,1.0
1763028179.2153568,black_rectangle,-4.978201634877384,-8.640326975476839,2153.0,1.0
1763028179.2801979,circle,-1.0871934604904632,-6.294277929155313,43,1.0
1763028179.280254,circle,-10.2425068119891,3.7193460490463215,42,1.0
1763028179.280303,circle,-4.863760217983651,-10.9291553133515,40,1.0
1763028179.2803562,circle,-8.983651226158038,-8.411444141689373,120,1.0
1763028179.280409,circle,-2.11716621253406,-8.983651226158038,85,1.0
1763028179.2804549,circle,-8.068119891008173,-0.28610354223433243,37,1.0
1763028179.2815151,black_rectangle,-4.6348773841961854,6.179836512261581,1529.5,1.0
1763028179.281558,black_rectangle,-4.978201634877384,-8.640326975476839,2153.5,1.0
1763028179.353877,circle,-5.435967302452316,-12.188010899182562,41,1.0
1763028179.35393,circle,-10.2425068119891,3.7193460490463215,42,1.0
1763028179.3539772,circle,-0.9727520435967302,-6.408719346049046,44,1.0
1763028179.354032,circle,-7.724795640326975,-1.4877384196185286,103,1.0
1763028179.354078,circle,-8.46866485013624,-9.44141689373297,51,1.0
1763028179.355134,black_rectangle,-4.577656675749319,6.237057220708446,1550.0,1.0
1763028179.35518,black_rectangle,-4.978201634877384,-8.640326975476839,2156.0,1.0
1763028179.406674,circle,-0.9727520435967302,-6.294277929155313,42,1.0
1763028179.4067268,circle,-5.435967302452316,-12.188010899182562,41,1.0
1763028179.406774,circle,-10.185286103542234,3.9482288828337873,46,1.0
1763028179.406822,circle,-8.697547683923705,-8.869209809264305,60,1.0
1763028179.406867,circle,-5.435967302452316,-8.29700272479564,39,1.0
1763028179.407927,black_rectangle,-4.577656675749319,6.237057220708446,1556.0,1.0
1763028179.4079711,black_rectangle,-4.978201634877384,-8.640326975476839,2155.0,1.0
1763028179.481153,circle,-0.9727520435967302,-6.351498637602179,42,1.0
1763028179.481216,circle,-5.321525885558583,-11.959128065395095,37,1.0
1763028179.481264,circle,-10.185286103542234,3.7193460490463215,43,1.0
1763028179.481326,circle,-8.010899182561309,-5.950953678474114,141,1.0
1763028179.481385,circle,-7.667574931880109,-1.4877384196185286,139,1.0
1763028179.481437,circle,-4.863760217983651,-0.05722070844686648,96,1.0
1763028179.482563,black_rectangle,-4.577656675749319,6.237057220708446,1560.0,1.0
1763028179.482611,black_rectangle,-4.978201634877384,-8.640326975476839,2163.5,1.0
1763028179.567908,circle,-5.435967302452316,-12.188010899182562,41,1.0
1763028179.5679638,circle,-1.0871934604904632,-6.351498637602179,42,1.0
1763028179.568009,circle,-10.2425068119891,4.005449591280654,47,1.0
1763028179.568054,circle,-9.212534059945504,-0.9155313351498637,60,1.0
1763028179.568098,circle,-5.664850136239782,-9.326975476839237,22,1.0
1763028179.569126,black_rectangle,-4.577656675749319,6.237057220708446,1566.5,1.0
1763028179.569175,black_rectangle,-4.978201634877384,-8.640326975476839,2145.5,1.0
1763028179.604078,circle,-10.2425068119891,3.662125340599455,42,1.0
1763028179.60413,circle,-0.9155313351498637,-6.351498637602179,43,1.0
1763028179.604172,circle,-5.20708446866485,-11.959128065395095,36,1.0
1763028179.604214,circle,-1.1444141689373297,-9.899182561307901,45,1.0
1763028179.604257,circle,-8.640326975476839,0.17166212534059944,52,1.0
1763028179.604297,circle,-23.632152588555858,-8.869209809264305,108,1.0
1763028179.604337,circle,-5.435967302452316,-8.640326975476839,29,1.0
1763028179.605382,black_rectangle,-4.6348773841961854,6.237057220708446,1582.0,1.0
1763028179.605429,black_rectangle,-4.978201634877384,-8.640326975476839,2163.5,1.0
1763028179.673719,circle,-5.37874659400545,-12.188010899182562,42,1.0
1763028179.673774,circle,-1.0871934604904632,-6.294277929155313,42,1.0
1763028179.6738172,circle,-10.128065395095367,3.662125340599455,42,1.0
1763028179.67388,circle,-7.839237057220708,-6.351498637602179,136,1.0
1763028179.6739242,circle,-7.4959128065395095,-9.841961852861035,33,1.0
1763028179.673971,circle,-8.46866485013624,-0.8010899182561307,43,1.0
1763028179.6749709,black_rectangle,-4.6348773841961854,6.237057220708446,1588.0,1.0
1763028179.675072,black_rectangle,-4.978201634877384,-8.640326975476839,2168.5,1.0
1763028179.707671,circle,-5.37874659400545,-12.188010899182562,41,1.0
1763028179.7077298,circle,-10.2425068119891,3.7193460490463215,42,1.0
1763028179.707772,circle,-0.8010899182561307,-6.580381471389646,37,1.0
1763028179.707829,circle,-7.839237057220708,-1.430517711171662,136,1.0
1763028179.707875,circle,-4.177111716621253,-4.005449591280654,38,1.0
1763028179.7079208,circle,-7.724795640326975,-9.670299727520435,38,1.0
1763028179.708936,black_rectangle,-4.577656675749319,6.237057220708446,1593.0,1.0
1763028179.7089841,black_rectangle,-4.978201634877384,-8.640326975476839,2158.5,1.0
1763028179.743667,circle,-0.9727520435967302,-6.294277929155313,42,1.0
1763028179.743721,circle,-4.920980926430517,-10.9291553133515,40,1.0
1763028179.743764,circle,-10.128065395095367,3.662125340599455,42,1.0
1763028179.743816,circle,-9.498637602179837,-2.11716621253406,63,1.0
1763028179.744828,black_rectangle,-4.6348773841961854,6.237057220708446,1570.0,1.0
1763028179.744874,black_rectangle,-4.978201634877384,-8.640326975476839,2164.0,1.0
